_id,sno,taxiNumber,taxiType,tmdtid,taxiFeature.taxiMakeModel,taxiFeature.taxiPassengerCapacity,taxiFeature.taxiColor,registeredDrivers[0].driverID,registeredDrivers[0].driverName,registeredDrivers[0].driverPhone
64ace7bffc13ae4202beefb5,744,WBAFR9C,Regular,6609,Pontiac,2,Mauv,744,,
64ace7bffc13ae4202beefb6,745,WA1CFAF,Regular,977,Isuzu,3,Orange,745,,
64ace7bffc13ae4202beefb7,746,WDDPK4H,Plus,9253,Jeep,3,Pink,746,,
64ace7bffc13ae4202beefb8,747,JH4CL96,Regular,8432,Pontiac,5,Crimson,747,,
64ace7bffc13ae4202beefb9,748,3D73Y3H,Regular,3616,Nissan,3,Crimson,748,,
64ace7bffc13ae4202beefba,749,1YVHZ8B,Plus,3675,BMW,3,Aquamarine,749,,
64ace7bffc13ae4202beefbb,750,KL4CJHS,Regular,3409,Ford,1,Turquoise,750,,
64ace7bffc13ae4202beefbc,751,JTJYWRB,Regular,3858,Hyundai,1,Indigo,751,,
64ace7bffc13ae4202beefbd,752,JTEBU5J,Regular,4255,Honda,6,Purple,752,,
64ace7bffc13ae4202beefbe,753,1GYS4FE,Regular,6591,Chevrolet,1,Puce,753,,
64ace7bffc13ae4202beefbf,754,1C4RDJE,Plus,3462,Mazda,3,Aquamarine,754,,
64ace7bffc13ae4202beefc0,755,1G6AB5S,Plus,300,Mazda,5,Red,755,,
64ace7bffc13ae4202beefc1,756,2HNYD18,Plus,3846,Pontiac,7,Khaki,756,,
64ace7bffc13ae4202beefc2,757,JN1AZ4E,Regular,9946,Daewoo,7,Khaki,757,,
64ace7bffc13ae4202beefc3,758,SCFEBBC,Plus,9209,Volkswagen,8,Maroon,758,,
64ace7bffc13ae4202beefc4,759,WUARL48,Plus,4324,Toyota,3,Teal,759,,
64ace7bffc13ae4202beefc5,760,1GYS4BE,Plus,1432,Lexus,7,Goldenrod,760,,
64ace7bffc13ae4202beefc6,761,19UUA65,Plus,5087,Nissan,5,Fuscia,761,,
64ace7bffc13ae4202beefc7,762,WAUAF98,Plus,5874,Ford,8,Aquamarine,762,,
64ace7bffc13ae4202beefc8,763,KMHTC6A,Plus,9927,Suzuki,8,Green,763,,
64ace7bffc13ae4202beefc9,764,WBAYE0C,Plus,3074,Chrysler,1,Aquamarine,764,,
64ace7bffc13ae4202beefca,765,KNADH5A,Plus,8169,Chrysler,3,Goldenrod,765,,
64ace7bffc13ae4202beefcb,766,WBA3B3G,Plus,4346,GMC,3,Orange,766,,
64ace7bffc13ae4202beefcc,767,1G4HF57,Plus,322,Pontiac,7,Blue,767,,
64ace7bffc13ae4202beefcd,768,19UUA56,Regular,3227,Ford,5,Crimson,768,,
64ace7bffc13ae4202beefce,769,JN1AZ4E,Regular,4838,Pontiac,8,Teal,769,,
64ace7bffc13ae4202beefcf,770,5N1AR2M,Regular,1920,Dodge,7,Green,770,,
64ace7bffc13ae4202beefd0,771,2FMDK3A,Plus,8685,Ford,1,Fuscia,771,,
64ace7bffc13ae4202beefd1,772,2FMDK3A,Plus,2724,Nissan,7,Red,772,,
64ace7bffc13ae4202beefd2,773,3N1CN7A,Regular,6477,GMC,1,Maroon,773,,
64ace7bffc13ae4202beefd3,774,5N1AT2M,Regular,6316,Lincoln,8,Goldenrod,774,,
64ace7bffc13ae4202beefd4,775,1G6DM57,Regular,8076,Volkswagen,7,Yellow,775,,
64ace7bffc13ae4202beefd5,776,5TDBW5G,Plus,9769,Ford,2,Maroon,776,,
64ace7bffc13ae4202beefd6,777,WDDGF4H,Regular,5724,Saab,8,Green,777,,
64ace7bffc13ae4202beefd7,778,1GYUCBE,Regular,8547,Lexus,7,Maroon,778,,
64ace7bffc13ae4202beefd8,779,WAUSF78,Plus,3815,Toyota,2,Purple,779,,
64ace7bffc13ae4202beefd9,780,YV1672M,Regular,2004,Toyota,7,Aquamarine,780,,
64ace7bffc13ae4202beefda,781,YV4852C,Plus,8642,Mazda,6,Red,781,,
64ace7bffc13ae4202beefdb,782,WAU2GBF,Plus,3930,Lincoln,1,Turquoise,782,,
64ace7bffc13ae4202beefdc,783,1C3CDFA,Plus,2253,Infiniti,8,Blue,783,,
64ace7bffc13ae4202beefdd,784,WA1WMAF,Plus,7333,Hyundai,2,Violet,784,,
64ace7bffc13ae4202beefde,785,WAUEFAF,Plus,9096,Kia,7,Green,785,,
64ace7bffc13ae4202beefdf,786,1C4RDHE,Plus,7911,Pontiac,6,Indigo,786,,
64ace7bffc13ae4202beefe0,787,WDDEJ7E,Regular,4450,Lincoln,7,Turquoise,787,,
64ace7bffc13ae4202beefe1,788,WAULV44,Plus,6035,Ford,1,Mauv,788,,
64ace7bffc13ae4202beefe2,789,5NPDH4A,Plus,9196,Honda,5,Orange,789,,
64ace7bffc13ae4202beefe3,790,2D4RN5D,Regular,5339,Chevrolet,1,Yellow,790,,
64ace7bffc13ae4202beefe4,791,JN1AJ0H,Plus,970,BMW,1,Fuscia,791,,
64ace7bffc13ae4202beefe5,792,JTHBC1K,Plus,7517,Subaru,3,Yellow,792,,
64ace7bffc13ae4202beefe6,793,1G6AE1R,Regular,5789,Lexus,6,Khaki,793,,
64ace7bffc13ae4202beefe7,794,5TDBW5G,Plus,6613,Dodge,8,Yellow,794,,
64ace7bffc13ae4202beefe8,795,JN8AZ2N,Plus,681,Porsche,1,Turquoise,795,,
64ace7bffc13ae4202beefe9,796,1GTN1UE,Regular,9737,Eagle,7,Turquoise,796,,
64ace7bffc13ae4202beefea,797,JHMZE2H,Plus,8357,Volkswagen,7,Mauv,797,,
64ace7bffc13ae4202beefeb,798,WBAVM1C,Regular,8620,Land Rover,6,Turquoise,798,,
64ace7bffc13ae4202beefec,799,WA1WMAF,Plus,6879,Lotus,3,Violet,799,,
64ace7bffc13ae4202beefed,800,WBAPT73,Regular,8467,Ford,1,Red,800,,
64ace7bffc13ae4202beefee,801,JM1NC2E,Regular,8929,Lexus,5,Goldenrod,801,,
64ace7bffc13ae4202beefef,802,JN8AZ1F,Plus,2246,Lexus,6,Khaki,802,,
64ace7bffc13ae4202beeff0,803,3GYFK66,Plus,2307,Chevrolet,2,Purple,803,,
64ace7bffc13ae4202beeff1,804,2V4RW3D,Plus,2280,Isuzu,7,Indigo,804,,
64ace7bffc13ae4202beeff2,805,3N1AB6A,Regular,3344,Hyundai,3,Indigo,805,,
64ace7bffc13ae4202beeff3,806,1HGCR6F,Regular,4260,Ford,2,Indigo,806,,
64ace7bffc13ae4202beeff4,807,2C3CCAG,Plus,6130,BMW,4,Crimson,807,,
64ace7bffc13ae4202beeff5,808,1N6AA0C,Regular,4515,Subaru,7,Green,808,,
64ace7bffc13ae4202beeff6,809,KMHGH4J,Regular,7369,Pontiac,6,Crimson,809,,
64ace7bffc13ae4202beeff7,810,SCFAB42,Plus,919,Ford,6,Teal,810,,
64ace7bffc13ae4202beeff8,811,2G4WC58,Plus,9954,Honda,3,Yellow,811,,
64ace7bffc13ae4202beeff9,812,1G6DM57,Regular,3213,Pontiac,1,Mauv,812,,
64ace7bffc13ae4202beeffa,813,1G4GB5E,Regular,1428,Mazda,1,Green,813,,
64ace7bffc13ae4202beeffb,814,4USFE43,Plus,5616,Subaru,6,Violet,814,,
64ace7bffc13ae4202beeffc,815,WBA3N9C,Plus,8339,Audi,1,Turquoise,815,,
64ace7bffc13ae4202beeffd,816,1J4RR4G,Regular,8576,Pontiac,6,Turquoise,816,,
64ace7bffc13ae4202beeffe,817,1FTEW1C,Regular,2112,Maybach,6,Indigo,817,,
64ace7bffc13ae4202beefff,818,2G4WF52,Plus,2367,Hyundai,3,Blue,818,,
64ace7bffc13ae4202bef000,819,WBA6A0C,Regular,8897,Mitsubishi,6,Yellow,819,,
64ace7bffc13ae4202bef001,820,5NPEB4A,Plus,9867,Ford,5,Green,820,,
64ace7bffc13ae4202bef002,821,WAUKD78,Plus,3177,Hyundai,1,Indigo,821,,
64ace7bffc13ae4202bef003,822,WBA3A9C,Regular,3856,Lexus,5,Violet,822,,
64ace7bffc13ae4202bef004,823,WAUAF78,Regular,149,Mercury,6,Mauv,823,,
64ace7bffc13ae4202bef005,824,WDCYC3H,Regular,6453,GMC,7,Maroon,824,,
64ace7bffc13ae4202bef006,825,WAUKC68,Plus,7591,Dodge,5,Purple,825,,
64ace7bffc13ae4202bef007,826,JN1CV6E,Regular,5832,Honda,4,Yellow,826,,
64ace7bffc13ae4202bef008,827,4A31K5D,Regular,6603,Mercedes-Benz,4,Purple,827,,
64ace7bffc13ae4202bef009,828,1GTN2TE,Plus,7912,Dodge,2,Red,828,,
64ace7bffc13ae4202bef00a,829,WAU4FAF,Regular,1312,Mercedes-Benz,1,Fuscia,829,,
64ace7bffc13ae4202bef00b,830,1G6KD57,Regular,5978,Toyota,5,Purple,830,,
64ace7bffc13ae4202bef00c,831,WAUJT68,Regular,7858,Audi,3,Violet,831,,
64ace7bffc13ae4202bef00d,832,3VWML7A,Regular,595,Volkswagen,8,Puce,832,,
64ace7bffc13ae4202bef00e,833,1G4GA5E,Regular,6221,Subaru,1,Goldenrod,833,,
64ace7bffc13ae4202bef00f,834,WBA3D3C,Plus,965,Honda,4,Yellow,834,,
64ace7bffc13ae4202bef010,835,1G6AC1R,Regular,6973,Pontiac,2,Goldenrod,835,,
64ace7bffc13ae4202bef011,836,WBA4A7C,Plus,1209,Ford,1,Green,836,,
64ace7bffc13ae4202bef012,837,WBA4B3C,Plus,6649,Pontiac,7,Yellow,837,,
64ace7bffc13ae4202bef013,838,JA32U1F,Regular,9054,Ferrari,8,Orange,838,,
64ace7bffc13ae4202bef014,839,1G6DP57,Regular,6998,BMW,7,Purple,839,,
64ace7bffc13ae4202bef015,840,WA1LGBF,Regular,2074,Suzuki,6,Mauv,840,,
64ace7bffc13ae4202bef016,841,SCBZB25,Regular,431,Acura,8,Purple,841,,
64ace7bffc13ae4202bef017,842,2T1BU4E,Plus,388,Eagle,4,Pink,842,,
64ace7bffc13ae4202bef018,843,WAUDF68,Regular,3267,Volvo,6,Red,843,,
64ace7bffc13ae4202bef019,844,5YMGZ0C,Regular,7446,Saturn,6,Fuscia,844,,
64ace7bffc13ae4202bef01a,845,3VW1K7A,Plus,2146,Chevrolet,5,Fuscia,845,,
64ace7bffc13ae4202bef01b,846,JH4DC54,Plus,5906,Chrysler,6,Maroon,846,,
64ace7bffc13ae4202bef01c,847,WA1CMBF,Plus,6419,Pontiac,1,Orange,847,,
64ace7bffc13ae4202bef01d,848,WDDUG7J,Regular,1777,Mazda,4,Mauv,848,,
64ace7bffc13ae4202bef01e,849,WBAYF4C,Regular,1039,Geo,4,Pink,849,,
64ace7bffc13ae4202bef01f,850,3VWML7A,Plus,4840,Nissan,4,Goldenrod,850,,
64ace7bffc13ae4202bef020,851,JH4CU4F,Plus,5883,Toyota,5,Indigo,851,,
64ace7bffc13ae4202bef021,852,WAUDH78,Plus,6752,Chevrolet,2,Red,852,,
64ace7bffc13ae4202bef022,853,5FNYF3H,Plus,4631,Ford,2,Mauv,853,,
64ace7bffc13ae4202bef023,854,1N6BF0K,Regular,1651,Pontiac,8,Indigo,854,,
64ace7bffc13ae4202bef024,855,3VW117A,Regular,7322,Mazda,1,Red,855,,
64ace7bffc13ae4202bef025,856,JN8AZ1M,Plus,1251,Chevrolet,1,Goldenrod,856,,
64ace7bffc13ae4202bef026,857,JTEBU4B,Regular,7257,Oldsmobile,7,Aquamarine,857,,
64ace7bffc13ae4202bef027,858,WAUEH78,Regular,2157,Infiniti,6,Puce,858,,
64ace7bffc13ae4202bef028,859,WAUDFBF,Regular,9140,Infiniti,6,Khaki,859,,
64ace7bffc13ae4202bef029,860,1G4GG5G,Regular,1755,Volkswagen,2,Green,860,,
64ace7bffc13ae4202bef02a,861,WUAW2AF,Plus,6257,Acura,7,Teal,861,,
64ace7bffc13ae4202bef02b,862,5UXFB53,Plus,7629,Plymouth,5,Pink,862,,
64ace7bffc13ae4202bef02c,863,WAUFGAF,Plus,9084,GMC,4,Green,863,,
64ace7bffc13ae4202bef02d,864,KNAFX6A,Regular,324,GMC,2,Maroon,864,,
64ace7bffc13ae4202bef02e,865,1G6AC5S,Plus,3896,Oldsmobile,5,Green,865,,
64ace7bffc13ae4202bef02f,866,WAUVT58,Plus,7090,Chevrolet,2,Mauv,866,,
64ace7bffc13ae4202bef030,867,1C3BCBG,Plus,6342,Suzuki,4,Yellow,867,,
64ace7bffc13ae4202bef031,868,1FT7W2A,Plus,3203,Mitsubishi,5,Khaki,868,,
64ace7bffc13ae4202bef032,869,3C63DRN,Regular,345,Toyota,3,Pink,869,,
64ace7bffc13ae4202bef033,870,KMHHT6K,Regular,2024,Chevrolet,3,Maroon,870,,
64ace7bffc13ae4202bef034,871,1GYS4GE,Regular,1423,Kia,5,Violet,871,,
64ace7bffc13ae4202bef035,872,1G4HK5E,Regular,7295,Hyundai,2,Yellow,872,,
64ace7bffc13ae4202bef036,873,1G6KF57,Plus,3977,Land Rover,7,Purple,873,,
64ace7bffc13ae4202bef037,874,SALVP1B,Plus,929,Volkswagen,7,Maroon,874,,
64ace7bffc13ae4202bef038,875,5N1AN0N,Plus,932,Nissan,3,Mauv,875,,
64ace7bffc13ae4202bef039,876,2HNYD18,Plus,5360,Ford,3,Crimson,876,,
64ace7bffc13ae4202bef03a,877,WAUHMAF,Regular,4013,Porsche,1,Puce,877,,
64ace7bffc13ae4202bef03b,878,3VW517A,Regular,546,Ford,1,Fuscia,878,,
64ace7bffc13ae4202bef03c,879,3C63D2G,Regular,768,Ford,5,Goldenrod,879,,
64ace7bffc13ae4202bef03d,880,3D73Y3H,Plus,7154,Ford,5,Fuscia,880,,
64ace7bffc13ae4202bef03e,881,5NPET4A,Regular,5462,Hyundai,8,Blue,881,,
64ace7bffc13ae4202bef03f,882,WAUJC58,Plus,6574,Eagle,1,Blue,882,,
64ace7bffc13ae4202bef040,883,1G6DA5E,Plus,4277,Maserati,3,Yellow,883,,
64ace7bffc13ae4202bef041,884,5LMJJ2H,Plus,9446,Mitsubishi,6,Yellow,884,,
64ace7bffc13ae4202bef042,885,WAUSF78,Regular,6508,BMW,3,Maroon,885,,
64ace7bffc13ae4202bef043,886,WDDGF4H,Plus,3279,Ford,5,Puce,886,,
64ace7bffc13ae4202bef044,887,WA1VFBF,Plus,9534,Audi,1,Goldenrod,887,,
64ace7bffc13ae4202bef045,888,5TFAW5F,Regular,3180,Buick,5,Yellow,888,,
64ace7bffc13ae4202bef046,889,JN8AE2K,Plus,8947,Mitsubishi,1,Puce,889,,
64ace7bffc13ae4202bef047,890,1D7RB1G,Plus,4129,Volkswagen,4,Indigo,890,,
64ace7bffc13ae4202bef048,891,1G6KE54,Regular,6900,Mercedes-Benz,1,Purple,891,,
64ace7bffc13ae4202bef049,892,5UXFB93,Plus,7844,Mercedes-Benz,2,Purple,892,,
64ace7bffc13ae4202bef04a,893,1G6KD57,Plus,9595,Buick,5,Aquamarine,893,,
64ace7bffc13ae4202bef04b,894,WBANB33,Regular,325,Hyundai,8,Goldenrod,894,,
64ace7bffc13ae4202bef04c,895,WUAW2BF,Plus,3465,Buick,6,Maroon,895,,
64ace7bffc13ae4202bef04d,896,JTEBU5J,Plus,8686,Mazda,5,Indigo,896,,
64ace7bffc13ae4202bef04e,897,KM8JT3A,Plus,2497,Ford,8,Goldenrod,897,,
64ace7bffc13ae4202bef04f,898,3G5DB03,Plus,6153,Buick,5,Puce,898,,
64ace7bffc13ae4202bef050,899,4T1BF3E,Regular,6751,Nissan,6,Indigo,899,,
64ace7bffc13ae4202bef051,900,WBAHL83,Regular,8333,BMW,2,Turquoise,900,,
64ace7bffc13ae4202bef052,901,SCFFDCC,Plus,8693,Hummer,3,Violet,901,,
64ace7bffc13ae4202bef053,902,5TFCW5F,Plus,1642,BMW,8,Crimson,902,,
64ace7bffc13ae4202bef054,903,2HNYD2H,Plus,4291,Toyota,2,Mauv,903,,
64ace7bffc13ae4202bef055,904,WBABW53,Plus,3812,Oldsmobile,3,Fuscia,904,,
64ace7bffc13ae4202bef056,905,WA1EY74,Regular,6930,Lexus,4,Fuscia,905,,
64ace7bffc13ae4202bef057,906,WAUNF98,Regular,2742,Ford,2,Yellow,906,,
64ace7bffc13ae4202bef058,907,YV440MB,Regular,2739,Acura,7,Blue,907,,
64ace7bffc13ae4202bef059,908,3VWC17A,Regular,3130,Saturn,7,Fuscia,908,,
64ace7bffc13ae4202bef05a,909,JTDJTUD,Plus,5360,Toyota,1,Fuscia,909,,
64ace7bffc13ae4202bef05b,910,1FTMF1C,Plus,4271,Chevrolet,3,Turquoise,910,,
64ace7bffc13ae4202bef05c,911,1G4PP5S,Regular,3053,Chrysler,4,Goldenrod,911,,
64ace7bffc13ae4202bef05d,912,WBSKG9C,Regular,8049,Ford,2,Orange,912,,
64ace7bffc13ae4202bef05e,913,WBA3C3C,Regular,205,BMW,3,Maroon,913,,
64ace7bffc13ae4202bef05f,914,2HNYD18,Regular,4414,Dodge,6,Mauv,914,,
64ace7bffc13ae4202bef060,915,WBAVB73,Regular,2870,Volkswagen,5,Aquamarine,915,,
64ace7bffc13ae4202bef061,916,1YVHZ8B,Plus,2614,Mercedes-Benz,5,Khaki,916,,
64ace7bffc13ae4202bef062,917,1FMJK1F,Regular,7934,Mercury,8,Pink,917,,
64ace7bffc13ae4202bef063,918,SCBBR9Z,Regular,892,Chevrolet,7,Orange,918,,
64ace7bffc13ae4202bef064,919,WAUKF78,Plus,2971,Chevrolet,5,Violet,919,,
64ace7bffc13ae4202bef065,920,WBAYA6C,Plus,6305,Mercury,3,Violet,920,,
64ace7bffc13ae4202bef066,921,ZHWGU5B,Regular,3118,Ford,8,Orange,921,,
64ace7bffc13ae4202bef067,922,3G5DA03,Regular,3698,Jeep,4,Fuscia,922,,
64ace7bffc13ae4202bef068,923,JN1BJ0H,Regular,7444,Cadillac,1,Purple,923,,
64ace7bffc13ae4202bef069,924,WBAUU3C,Regular,126,Volvo,3,Purple,924,,
64ace7bffc13ae4202bef06a,925,WA1CGBF,Plus,6112,Kia,1,Blue,925,,
64ace7bffc13ae4202bef06b,926,1G4HA5E,Regular,5753,Audi,8,Teal,926,,
64ace7bffc13ae4202bef06c,927,3D7TT2C,Plus,6992,Hummer,6,Teal,927,,
64ace7bffc13ae4202bef06d,928,JTEBU5J,Regular,3618,Mazda,1,Goldenrod,928,,
64ace7bffc13ae4202bef06e,929,5UXFG83,Plus,6332,Chevrolet,4,Blue,929,,
64ace7bffc13ae4202bef06f,930,2C3CK3C,Plus,4466,Mazda,3,Green,930,,
64ace7bffc13ae4202bef070,931,JM1NC2P,Plus,7539,Lotus,6,Turquoise,931,,
64ace7bffc13ae4202bef071,932,SAJWA4F,Regular,9444,Dodge,2,Pink,932,,
64ace7bffc13ae4202bef072,933,5LMJJ2H,Regular,3732,Dodge,5,Violet,933,,
64ace7bffc13ae4202bef073,934,WAUSH74,Regular,7438,BMW,8,Red,934,,
64ace7bffc13ae4202bef074,935,WAUMF98,Plus,9126,Ford,3,Red,935,,
64ace7bffc13ae4202bef075,936,1G4HJ5E,Plus,2189,Volvo,2,Teal,936,,
64ace7bffc13ae4202bef076,937,SALAB2D,Plus,1580,Chevrolet,5,Aquamarine,937,,
64ace7bffc13ae4202bef077,938,JTHBK1G,Plus,5798,Oldsmobile,1,Crimson,938,,
64ace7bffc13ae4202bef078,939,1FTEW1C,Regular,5450,Scion,8,Puce,939,,
64ace7bffc13ae4202bef079,940,1G6AC1R,Regular,424,Toyota,5,Red,940,,
64ace7bffc13ae4202bef07a,941,3FA6P0P,Plus,9609,BMW,6,Mauv,941,,
64ace7bffc13ae4202bef07b,942,1G6KH5E,Regular,4319,Pontiac,7,Indigo,942,,
64ace7bffc13ae4202bef07c,943,5UXZW0C,Regular,5405,Audi,5,Crimson,943,,
64ace7bffc13ae4202bef07d,944,JH4CU2F,Regular,5084,Acura,7,Indigo,944,,
64ace7bffc13ae4202bef07e,945,3VW1K7A,Regular,6260,Acura,2,Indigo,945,,
64ace7bffc13ae4202bef07f,946,JN8AS5M,Plus,3566,Honda,4,Crimson,946,,
64ace7bffc13ae4202bef080,947,JH4DC54,Regular,6963,Subaru,4,Teal,947,,
64ace7bffc13ae4202bef081,948,2C3CDYB,Regular,4897,Ford,5,Fuscia,948,,
64ace7bffc13ae4202bef082,949,WDDEJ7E,Regular,5315,Nissan,1,Indigo,949,,
64ace7bffc13ae4202bef083,950,3FAHP0K,Regular,3409,BMW,3,Purple,950,,
64ace7bffc13ae4202bef084,951,5UXFG8C,Plus,1889,Infiniti,4,Puce,951,,
64ace7bffc13ae4202bef085,952,5NPET4A,Plus,8988,Toyota,5,Fuscia,952,,
64ace7bffc13ae4202bef086,953,WAUBF98,Regular,900,Chevrolet,2,Turquoise,953,,
64ace7bffc13ae4202bef087,954,1B3CB2H,Regular,1797,Volvo,2,Goldenrod,954,,
64ace7bffc13ae4202bef088,955,WA1DGBF,Plus,3446,Chevrolet,7,Orange,955,,
64ace7bffc13ae4202bef089,956,1FMEU5B,Regular,4330,Audi,1,Pink,956,,
64ace7bffc13ae4202bef08a,957,1N4AL3A,Regular,8750,Nissan,1,Violet,957,,
64ace7bffc13ae4202bef08b,958,WVWGU9A,Regular,2859,Pontiac,4,Crimson,958,,
64ace7bffc13ae4202bef08c,959,SCFAB22,Regular,339,Ford,3,Aquamarine,959,,
64ace7bffc13ae4202bef08d,960,1G6KD57,Plus,8383,Dodge,3,Blue,960,,
64ace7bffc13ae4202bef08e,961,5N1CR2M,Plus,4589,Chevrolet,7,Mauv,961,,
64ace7bffc13ae4202bef08f,962,WVWED7A,Regular,7136,Suzuki,3,Teal,962,,
64ace7bffc13ae4202bef090,963,3GYFNBE,Plus,1143,Dodge,5,Green,963,,
64ace7bffc13ae4202bef091,964,WBA3B5C,Regular,4097,Kia,6,Yellow,964,,
64ace7bffc13ae4202bef092,965,WBA3C1G,Regular,5583,Mazda,1,Aquamarine,965,,
64ace7bffc13ae4202bef093,966,2G4WE53,Plus,29,Suzuki,8,Yellow,966,,
64ace7bffc13ae4202bef094,967,WUAUUAF,Regular,5657,Porsche,8,Fuscia,967,,
64ace7bffc13ae4202bef095,968,1G4GB5G,Regular,7911,Volvo,5,Fuscia,968,,
64ace7bffc13ae4202bef096,969,1FTEW1C,Plus,3007,Cadillac,2,Yellow,969,,
64ace7bffc13ae4202bef097,970,1LNHL9D,Regular,9030,Dodge,6,Khaki,970,,
64ace7bffc13ae4202bef098,971,SCFFDCB,Regular,2019,Bentley,5,Aquamarine,971,,
64ace7bffc13ae4202bef099,972,SCFFDCC,Regular,1081,Audi,6,Aquamarine,972,,
64ace7bffc13ae4202bef09a,973,3VWC17A,Regular,744,Mercury,6,Khaki,973,,
64ace7bffc13ae4202bef09b,974,19UUA9F,Regular,4581,Maserati,6,Violet,974,,
64ace7bffc13ae4202bef09c,975,KMHTC6A,Plus,7138,Mitsubishi,8,Crimson,975,,
64ace7bffc13ae4202bef09d,976,4T1BK1E,Regular,1093,GMC,4,Red,976,,
64ace7bffc13ae4202bef09e,977,WA1AV94,Regular,2933,Chevrolet,4,Yellow,977,,
64ace7bffc13ae4202bef09f,978,1N6AF0K,Regular,4579,Jaguar,3,Aquamarine,978,,
64ace7bffc13ae4202bef0a0,979,WBADW7C,Regular,1774,Saturn,7,Red,979,,
64ace7bffc13ae4202bef0a1,980,WAUEFAF,Plus,4069,Volvo,8,Red,980,,
64ace7bffc13ae4202bef0a2,981,2HNYD28,Plus,2701,Ford,7,Green,981,,
64ace7bffc13ae4202bef0a3,982,WAUGGAF,Plus,6773,Lexus,1,Puce,982,,
64ace7bffc13ae4202bef0a4,983,1G6DV1E,Regular,9834,Toyota,3,Orange,983,,
64ace7bffc13ae4202bef0a5,984,3LN6L2G,Regular,4062,GMC,8,Blue,984,,
64ace7bffc13ae4202bef0a6,985,1FTEX1C,Plus,488,Chevrolet,6,Maroon,985,,
64ace7bffc13ae4202bef0a7,986,WAUWFAF,Regular,4680,Buick,8,Fuscia,986,,
64ace7bffc13ae4202bef0a8,987,3D4PG6F,Plus,5554,Lincoln,2,Purple,987,,
64ace7bffc13ae4202bef0a9,988,WAUXG74,Plus,9192,BMW,1,Khaki,988,,
64ace7bffc13ae4202bef0aa,989,2HNYD28,Plus,5199,Oldsmobile,7,Yellow,989,,
64ace7bffc13ae4202bef0ab,990,55SWF4J,Plus,2291,Mercury,1,Puce,990,,
64ace7bffc13ae4202bef0ac,991,1GYS4CE,Regular,9949,Volkswagen,7,Purple,991,,
64ace7bffc13ae4202bef0ad,992,WA1LGAF,Regular,8512,Lexus,7,Fuscia,992,,
64ace7bffc13ae4202bef0ae,993,1C6RD6P,Regular,7031,Chevrolet,8,Khaki,993,,
64ace7bffc13ae4202bef0af,994,1ZVBP8A,Regular,8392,Pontiac,4,Mauv,994,,
64ace7bffc13ae4202bef0b0,995,3GTU2YE,Plus,2276,Mazda,4,Puce,995,,
64ace7bffc13ae4202bef0b1,996,3GYFNEE,Regular,8051,Saab,3,Puce,996,,
64ace7bffc13ae4202bef0b2,997,1FTNF1E,Plus,5633,Chevrolet,3,Turquoise,997,,
64ace7bffc13ae4202bef0b3,998,1C4RJEA,Plus,834,Subaru,1,Orange,998,,
64ace7bffc13ae4202bef0b4,999,WAUEV74,Plus,4492,Maybach,6,Teal,999,,
64ace7bffc13ae4202bef0b5,1000,2T1BURH,Regular,8866,Mercedes-Benz,4,Red,1000,,
64d09e84fc13ae58d6089f7b,1001,5N1AR2MM6FC181983,Plus,,Lexus,6,Turquoise,1001,,
64d09e84fc13ae58d6089f7c,1002,1GYS3HKJ6FR726691,Plus,,Honda,4,Puce,1002,,
64d09e84fc13ae58d6089f7d,1003,5UXZW0C57C0602197,Regular,,Dodge,6,Violet,1003,,
64d09e84fc13ae58d6089f7e,1004,JTJBARBZ2F2898570,Plus,,Toyota,3,Red,1004,,
64d09e84fc13ae58d6089f7f,1005,TRUTX28N921542141,Regular,,Jaguar,7,Aquamarine,1005,,
64d09e84fc13ae58d6089f80,1006,WBAYE4C5XDD568383,Plus,,Mercedes-Benz,5,Red,1006,,
64d09e84fc13ae58d6089f81,1007,WVWED7AJ2AW642518,Regular,,Plymouth,5,Pink,1007,,
64d09e84fc13ae58d6089f82,1008,JN8AZ1FY2BW543173,Regular,,Mercedes-Benz,3,Crimson,1008,,
64d09e84fc13ae58d6089f83,1009,4T3BA3BB1BU815960,Plus,,Chevrolet,6,Goldenrod,1009,,
64d09e84fc13ae58d6089f84,1010,1GTN1TEH0EZ880736,Plus,,Suzuki,3,Pink,1010,,
64d09e84fc13ae58d6089f85,1011,KMHGC4DD5EU116218,Plus,,Land Rover,2,Red,1011,,
64d09e84fc13ae58d6089f86,1012,5N1AR2MM1EC888925,Regular,,Toyota,7,Maroon,1012,,
64d09e84fc13ae58d6089f87,1013,WVWEU9AN2AE021199,Regular,,Ford,1,Maroon,1013,,
64d09e84fc13ae58d6089f88,1014,2T1KE4EE0AC652324,Plus,,Buick,3,Pink,1014,,
64d09e84fc13ae58d6089f89,1015,SCBDC3ZA4DC981768,Plus,,Jeep,2,Crimson,1015,,
64d09e84fc13ae58d6089f8a,1016,1G6DM57N530655007,Plus,,Kia,1,Red,1016,,
64d09e84fc13ae58d6089f8b,1017,4T1BB3EK2BU544120,Regular,,BMW,7,Orange,1017,,
64d09e84fc13ae58d6089f8c,1018,WAUWFAFH4CN958025,Plus,,Chevrolet,7,Maroon,1018,,
64d09e84fc13ae58d6089f8d,1019,1G6KD57Y06U716990,Plus,,Alfa Romeo,1,Pink,1019,,
64d09e84fc13ae58d6089f8e,1020,2C3CDZBG8FH502747,Regular,,Chrysler,1,Blue,1020,,
